7;29.03.07;92;0;0;833;315;0;567;18;0;0;27;27;0;27;3;0;0;11;11;0;8;2;0;0;10;8;0;7
7;05.04.07;167;0;185;0;1061;705;-177;36;0;36;0;45;45;30;10;0;9;0;18;19;7;9;0;6;0;17;16;4
7;12.04.07;589;0;0;0;0;574;156;33;0;0;0;0;33;33;12;0;0;0;0;12;7;11;0;0;0;0;10;7
7;20.04.07;708;144;0;0;655;740;-92;36;33;0;0;45;45;15;16;9;0;0;16;13;6;16;7;0;0;15;12;3
7;26.04.07;178;0;0;0;232;0;212;27;0;0;0;27;0;27;9;0;0;0;8;0;10;7;0;0;0;7;0;7
7;28.04.07;0;399;361;0;309;0;0;0;45;45;0;45;0;0;0;12;15;0;17;0;0;0;10;13;0;13;0;0
7;03.05.07;115;0;0;169;44;257;103;12;0;0;24;24;24;15;3;0;0;8;8;6;8;2;0;0;7;5;6;5
7;10.05.07;136;-1;0;203;209;-70;0;9;24;0;15;24;24;0;4;8;0;5;11;4;0;3;5;0;5;9;2;0
7;24.05.07;118;0;0;494;224;1116;0;18;0;0;33;33;33;0;4;0;0;13;7;15;0;3;0;0;10;6;15;0
7;31.05.07;48;0;0;274;779;323;-34;18;0;0;24;27;27;24;1;0;0;11;12;9;6;1;0;0;8;11;8;3
7;07.06.07;228;360;0;-6;415;380;143;30;24;0;24;30;24;21;5;9;0;6;14;11;5;5;8;0;4;11;10;4
7;14.06.07;90;0;0;267;292;186;274;21;0;0;18;27;9;27;5;0;0;4;13;4;6;4;0;0;4;10;4;5
7;21.06.07;281;68;0;33;46;628;0;15;30;0;21;30;30;0;5;3;0;9;14;11;0;4;2;0;7;8;11;0
7;05.07.07;415;0;0;0;590;652;-122;30;0;0;0;30;30;18;6;0;0;0;12;13;4;6;0;0;0;11;11;3
7;12.07.07;-148;0;0;-38;610;650;0;18;0;0;30;33;33;0;6;0;0;5;13;12;0;3;0;0;4;12;10;0
7;25.07.07;526;462;0;0;259;104;188;27;24;0;0;27;12;18;5;9;0;0;10;5;7;5;9;0;0;8;4;6
7;02.08.07;268;0;0;502;225;0;36;33;0;0;33;33;0;15;9;0;0;12;13;0;1;8;0;0;11;10;0;1
7;09.08.07;0;0;0;576;380;0;-35;0;0;0;30;30;0;30;0;0;0;9;14;0;7;0;0;0;8;12;0;6
7;23.08.07;301;0;0;0;386;0;432;36;0;0;0;36;0;36;7;0;0;0;18;0;9;7;0;0;0;13;0;8
7;13.09.07;260;356;0;307;216;0;0;15;24;0;24;24;0;0;6;5;0;10;8;0;0;5;5;0;8;7;0;0
7;27.09.07;162;0;0;61;-205;0;0;21;0;0;21;21;0;0;5;0;0;7;9;0;0;4;0;0;6;5;0;0
7;04.10.07;78;272;0;0;528;0;120;24;21;0;0;27;0;27;5;5;0;0;12;0;11;4;5;0;0;11;0;7
7;11.10.07;251;0;0;291;0;0;227;27;0;0;27;0;0;27;9;0;0;13;0;0;5;8;0;0;11;0;0;4
7;18.10.07;409;131;0;296;527;252;296;18;24;0;21;24;24;24;5;4;0;9;12;7;7;5;4;0;7;10;6;6
7;25.10.07;420;0;0;543;505;648;36;21;0;0;24;30;30;21;6;0;0;8;13;9;6;6;0;0;8;8;8;4
7;01.11.07;525;0;0;37;0;230;-62;21;0;0;21;0;21;21;6;0;0;10;0;5;7;6;0;0;6;0;4;4
7;08.11.07;349;348;0;221;314;609;123;21;30;0;24;30;30;24;9;6;0;8;12;9;8;9;6;0;7;9;9;6
7;22.11.07;176;333;0;0;234;0;0;27;27;0;0;27;0;0;4;12;0;0;10;0;0;3;11;0;0;9;0;0
7;29.11.07;310;0;0;0;335;87;44;18;0;0;0;24;24;24;7;0;0;0;8;10;5;5;0;0;0;7;6;3
7;06.12.07;338;0;0;0;571;211;252;21;0;0;0;24;24;24;6;0;0;0;13;8;4;6;0;0;0;11;7;4
7;13.12.07;446;552;0;172;550;726;-160;21;27;0;21;27;27;27;7;8;0;8;10;11;5;5;6;0;7;8;11;4
7;20.12.07;522;210;496;605;876;28;474;54;42;54;33;54;42;33;12,33333333;11,66666667;14,66666667;9;26;19,66666667;10;11,33333333;8;12,66666667;9;21;12,66666667;7,666666667
8;17.01.08;-1;42;0;0;0;403;116;21;27;0;0;0;27;27;7;9;0;0;0;10;6;5;6;0;0;0;10;4
8;24.01.08;0;459;0;0;0;29;-369;0;36;0;0;0;36;36;0;10;0;0;0;14;12;0;9;0;0;0;8;7
8;31.01.08;0;178;0;-31;0;382;0;0;27;0;27;0;27;0;0;8;0;9;0;8;0;0;7;0;7;0;7;0
8;07.02.08;838;0;0;-26;0;767;140;61;0;0;28;0;61;61;22;0;0;2;0;18;18;18;0;0;1;0;14;11
8;14.02.08;208;96;0;34;0;0;0;21;21;0;21;0;0;0;9;5;0;7;0;0;0;7;4;0;5;0;0;0
8;28.02.08;247;-240;0;-80;0;612;-367;39;30;0;30;0;39;39;7;4;0;9;0;9;10;5;1;0;5;0;9;5
8;13.03.08;0;382;0;132;0;408;63;0;36;0;33;0;36;27;0;7;0;10;0;14;4;0;6;0;8;0;12;3
8;27.03.08;-240;350;0;345;0;94;-25;39;39;0;30;0;39;30;4;12;0;8;0;10;3;2;10;0;8;0;7;2
8;03.04.08;477;418;0;0;0;366;662;36;39;0;0;0;39;39;9;9;0;0;0;6;14;9;8;0;0;0;6;11
8;17.04.08;-616;255;0;101;0;254;275;24;24;0;18;0;21;24;5;8;0;4;0;11;8;2;6;0;4;0;9;7
8;24.04.08;131;0;0;0;0;432;340;30;0;0;0;0;30;30;8;0;0;0;0;12;10;6;0;0;0;0;11;9
8;08.05.08;194;689;0;-95;0;192;145;21;21;0;15;0;21;21;4;11;0;4;0;6;7;4;11;0;1;0;5;6
8;15.05.08;180;0;0;96;0;344;0;21;0;0;21;0;21;0;7;0;0;7;0;6;0;5;0;0;5;0;6;0
8;05.06.08;44;341;0;415;446;644;688;27;33;0;27;57;57;57;5;7;0;9;22;18;21;4;7;0;9;17;16;18
8;09.06.08;0;44;0;0;606;190;295;0;9;0;0;21;21;21;0;1;0;0;13;3;6;0;1;0;0;12;3;6
8;03.07.08;169;252;0;226;0;0;198;21;21;0;21;0;0;21;3;4;0;9;0;0;9;3;4;0;8;0;0;7
8;10.07.08;0;0;0;539;0;626;335;0;0;0;36;0;36;36;0;0;0;10;0;11;13;0;0;0;9;0;11;12
8;17.07.08;51;2;0;142;0;-154;0;24;24;0;21;0;24;0;4;8;0;10;0;9;0;3;5;0;8;0;3;0
8;31.07.08;345;0;0;367;0;573;0;33;0;0;33;0;33;0;7;0;0;10;0;16;0;6;0;0;9;0;15;0
8;14.08.08;0;278;0;0;0;340;252;0;33;0;0;0;33;33;0;9;0;0;0;9;15;0;6;0;0;0;8;11
8;21.08.08;0;572;0;346;0;191;398;0;30;0;30;0;30;30;0;12;0;11;0;10;6;0;11;0;8;0;8;6
9;;379;0;0;0;0;510;594;39;0;0;0;0;39;39;14;0;0;0;0;16;9;11;0;0;0;0;14;9
9;;24;616;0;0;0;0;-34;24;24;0;0;0;0;24;4;10;0;0;0;0;10;3;10;0;0;0;0;6
9;;222;0;0;425;0;0;350;30;0;0;30;0;0;30;7;0;0;12;0;0;9;5;0;0;10;0;0;8
9;;200;22;0;-21;0;0;526;21;21;0;21;0;0;21;9;4;0;7;0;0;8;7;3;0;5;0;0;6
9;;0;277;0;92;0;454;-3;0;27;0;12;0;27;27;0;7;0;3;0;10;9;0;6;0;3;0;9;6
9;;429;0;0;344;0;371;0;30;0;0;30;0;30;0;9;0;0;9;0;12;0;8;0;0;8;0;10;0
9;;78;0;0;306;0;329;0;30;0;0;30;0;30;0;9;0;0;7;0;12;0;5;0;0;6;0;11;0
9;;132;194;0;89;0;250;0;24;24;0;21;0;24;0;6;9;0;8;0;6;0;4;7;0;5;0;6;0
9;;482;0;0;87;0;528;416;36;0;0;27;0;36;36;13;0;0;12;0;12;7;12;0;0;7;0;12;6
9;;291;348;0;377;0;57;0;24;24;0;24;0;24;0;5;5;0;12;0;9;0;5;4;0;10;0;6;0
9;;155;0;0;190;0;452;256;24;0;0;30;0;30;30;8;0;0;12;0;12;5;6;0;0;10;0;12;5
9;;0;218;0;558;0;428;0;0;36;0;36;0;36;0;0;7;0;13;0;15;0;0;6;0;12;0;13;0
9;;480;322;0;221;0;1054;0;33;33;0;30;0;33;0;10;7;0;8;0;17;0;9;6;0;7;0;17;0
9;;0;324;0;0;0;394;279;0;45;0;0;0;45;45;0;13;0;0;0;17;12;0;10;0;0;0;14;10
9;;378;466;0;0;0;342;414;30;24;0;0;0;30;30;5;8;0;0;0;11;12;5;8;0;0;0;9;10
9;;251;399;0;202;0;191;-2;21;21;0;21;0;15;18;7;9;0;9;0;3;4;6;8;0;7;0;3;2
9;;468;82;0;36;0;640;-72;33;21;0;21;0;30;33;14;7;0;6;0;12;6;12;5;0;3;0;12;3
9;;163;289;0;132;0;83;-206;27;24;0;21;0;27;21;6;7;0;5;0;12;8;5;7;0;4;0;9;3
9;;282;-64;0;138;0;282;0;24;24;0;24;0;24;0;6;11;0;6;0;8;0;5;7;0;5;0;7;0
9;;156;0;0;308;0;687;311;24;0;0;24;0;24;24;2;0;0;8;0;13;6;2;0;0;7;0;13;6
9;;238;229;0;12;0;441;111;24;24;0;18;0;24;24;10;7;0;4;0;11;5;7;6;0;2;0;10;3